rotten_tomatoes_link,movie_title,movie_info,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,binned
m/paddington_2,Paddington 2,"Settled in with the Brown family, Paddington the bear is a popular member of the community who spreads joy and marmalade wherever he goes. One fine day, he spots a pop-up book in an antique shop -- the perfect present for his beloved aunt's 100th birthday. When a thief steals the prized book, Paddington embarks on an epic quest to unmask the culprit before Aunt Lucy's big celebration.",PG,"Animation, Comedy, Kids & Family",Paul King (VII),"Paul King (VII), Simon Farnaby","Hugh Grant, Ben Whishaw, Brendan Gleeson, Hugh Bonneville, Sally Hawkins, Julie Walters, Jim Broadbent, Peter Capaldi, Madeleine Harris, Samuel Joslin, Imelda Staunton",2018-01-12,2018-03-06,103.0,Warner Bros. Pictures,Certified-Fresh,100.0,242.0,Upright,88.0,8154.0,41,242,0,HIT
m/paddington_2014,Paddington,"After a deadly earthquake destroys his home in Peruvian rainforest, a young bear (Ben Whishaw) makes his way to England in search of a new home. The bear, dubbed ""Paddington"" for the london train station, finds shelter with the family of Henry (Hugh Bonneville) and Mary Brown (Sally Hawkins). Although Paddington's amazement at urban living soon endears him to the Browns, someone else has her eye on him: Taxidermist Millicent Clyde (Nicole Kidman) has designs on the rare bear and his hide.",PG,"Comedy, Kids & Family","Paul King (VII), Marcos Da Silva","Hamish McColl, Paul King (VII)","Hugh Bonneville, Sally Hawkins, Ben Whishaw, Julie Walters, Jim Broadbent, Peter Capaldi, Nicole Kidman, Tim Downie, Michael Gambon, Imelda Staunton, Michael Bond, Matt Lucas, Kayvan Novak, Madeleine Harris, Samuel Joslin, Matt King, James Bachman, Ancuta Breaban, John R. Hernandez, Eve Karpf, Jonathan Kydd, John Baddeley",2015-01-16,2016-11-30,95.0,The Weinstein Company,Certified-Fresh,98.0,161.0,Upright,80.0,50214.0,47,157,4,HIT
m/page_eight_2011,Page Eight,"Johnny (Bill Nighy), a long-serving member of MI5, finds a mysterious file after his mentor (Michael Gambon) dies.",PG,"Drama, Mystery & Suspense",David Hare,David Hare,"Ralph Fiennes, Rachel Weisz, Bill Nighy, Felicity Jones, Michael Gambon, Ewen Bremner, Judy Davis, Tom Hughes",2011-08-28,2017-10-12,100.0,NBC Universal Television,Fresh,93.0,15.0,Upright,64.0,1446.0,6,14,1,HIT
m/page_one_inside_the_new_york_times,Page One: Inside the New York Times,"By looking into the lives and daily tasks of three writers at the the New York Times, this documentary explores the ways that the Internet has changed print media. The journalists include up-and-comer Brian Stelter, established yet restless reporter Tim Arango and David Carr, an outspoken warhorse with a volatile temper. Covering 12 months of life at the Times, the film reveals the difficulties in maintaining the ways of traditional journalism in a changing news environment.",R,"Documentary, Special Interest",Andrew Rossi,"Kate Novack, Andrew Rossi","Sarah Ellison, David Carr, Bruce Headlam, Richard Pérez-Peña, Clay Shirky, Brian Stelter, Alex S. Jones, Ian Fisher (IX), Noam Cohen, Susan Chira, Bill Keller, Jeff Jarvis, Katrina vanden Heuvel, Shane Smith, Tim Arango, Gay Talese, David Remnick, James McQuivey, Michael Hirschorn, Andrew Ross Sorkin, Larry Ingrassia, Dennis Crowley, Evan Williams, Paul Steiger, Markos Moulitsas Zúniga, Seth Mnookin, Nicholas Lemann, Claiborne Ray, Carla Baranauckas, Katherine Bouton, Nick Denton, Jimmy Wales, Rick Lyman, Dean Baquet, Brian Lamb, Brian Lam, Charles Strum, Joseph Kahn, Carl Bernstein, John Carr",2011-06-17,2016-08-10,88.0,Magnolia Pictures,Certified-Fresh,78.0,111.0,Upright,75.0,2243.0,38,87,24,AVG
m/pain_and_gain,Pain & Gain,"Danny Lupo (Mark Wahlberg), manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul (Dwayne Johnson) and Adrian (Anthony Mackie) as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw (Tony Shalhoub) and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",R,Action & Adventure,Michael Bay,"Christopher Markus, Stephen McFeely","Mark Wahlberg, Anthony Mackie, Ed Harris, Rob Corddry, Bar Paly, Yolanthe Cabau van Kasbergen, Dwayne Johnson, Tony Shalhoub, Seven, Ken Jeong, Rebel Wilson, Michael Rispoli, Keili Lefkowitz, Emily Rutherfurd, Larry Hankin, Tony Plana, Peter Stormare, Vivi Pineda, Ken Clement, Brian Stepanek, Christopher Langstaff, Persi Caputo, Bill Kelly, Gregg Weiner, Parris Buckner, Nicholas Parsons, Donny Davis, Vivian Ruiz, Jeff Owings, Rushanna Lewis, Richard Haylor, Trudie Petersen, Patrick Bristow, Wladimir Klitschko, Mike Tremont, Holland Hayes, Sabrina Mayfield, Kiki Harris, Choice Gray, Chez Mena, Carol Kaye, Tyrone Borden Sr., Lawrence Scott, Jennifer Nicole Lee, Mike Benitez, Cedric Depasquale, Oliver Jay, Rubber Doll, Jessica Dykstra, Nikki Benz, Vannessa Nevader, Andrea Bennetti, Courtney O'Connor, Gwendalyn Barker, Irina Kazakova, William J. Erfurth, Rey Hernandez, Charlie Johnson Jr.",2013-04-26,2015-05-07,129.0,Paramount Studios,Rotten,50.0,203.0,Spilled,47.0,85502.0,48,102,101,FLOP
m/painted_skin_the_resurrection,Painted Skin: The Resurrection,"Xiaowei searches for a freely given heart in order to become human, while Princess Jing dons a man's armor to search for her true love.",NR,"Classics, Mystery & Suspense, Science Fiction & Fantasy",Wuershan,"Ran Jia Nan, Ping Ran","Xun Zhou, Wei Zhao, Kun Chen, Mi Yang, Ming Yang, William Feng (VI), Kris Phillips, Chen Tingjia",2012-08-17,2016-08-10,131.0,Well Go USA,Fresh,83.0,6.0,Spilled,56.0,613.0,2,5,1,HIT
m/pali_road_2016,Pali Road,"When a young doctor wakes up after a car accident, she learns she has a young son and is married to her boyfriend's rival. As she searches for the truth of her past life, she questions her entire existence as she discovers the meaning of true love.",NR,"Mystery & Suspense, Romance",Jonathan Lim,"Doc Pedrolie, Victoria Arch","Michelle Chen, Jackson Rathbone, Henry Ian Cusick, Sung Kang, Lauren Sweetser, Maddox Lim, Elizabeth Sung, Tzi Ma",2016-04-28,2017-01-03,92.0,Crimson Forest Films,Rotten,55.0,11.0,Upright,99.0,1036.0,7,6,5,FLOP
m/palo_alto,Palo Alto,A lack of parental guidance encourages teens in an affluent California town to rebel with substance abuse and casual sex.,R,Drama,Gia Coppola,Gia Coppola,"James Franco, Emma Roberts, Val Kilmer, Jack Kilmer, Nat Wolff, Zoe Levin, Claudia Levy, Chris Messina, Olivia Crocicchia, Jacqui Getty, Andrew Lutheran, Bo Mitchell, Bailey Coppola, Brenden Taylor, Atlanta de Cadenet, Colleen Camp, Timothy Starks, Micah Nelson, Janet Jones Gretzky, Emma Gretzky, Genevieve Penn, Jesse Jo Stark, Jake Nordwin, Don Novello, Jamal Hammadi, Marshall Bell, Laney Fichera, Greta Seacat, Greta Seacat Kaufman, Nathalie Love, Christian Madsen, Sandra Seacat, Jessica Taylor, Janet Song, Talia Shire, Janet Salter, Margaret Qualley, Amelia Burstyn, Grear Patterson, Keegan Allen",2014-05-09,2016-08-10,97.0,Tribeca Film,Fresh,69.0,126.0,Spilled,49.0,14055.0,44,87,40,AVG
m/pan_2015,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter (Levi Miller) finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook (Garrett Hedlund) and the warrior Tiger Lily (Rooney Mara). They must band together to save Neverland from the ruthless pirate Blackbeard (Hugh Jackman). Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",PG,"Action & Adventure, Science Fiction & Fantasy",Joe Wright,"Joe Wright, Jason Fuchs, J.M. Barrie","Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara, Amanda Seyfried, Cara Delevingne, Nonso Anozie, Paul Kaye, Emerald Fennell, Julian Seager, Kathy Burke, Jimmy Vee, Adeel Akhtar, Lewis MacDougall, Taejoo Na, Jack Charles, Bronson Webb, Mike Shepherd, Brian Bovell, Kurt Egyiawan, Paul Hunter, Spencer Wilding, Dean Nolan, Giacomo Mancini, Neil Bell, Michael Ryan, Phill Martin, Gabriel Andreu, Kavern Batchelor, Orlando Loo Alfred, Ami Metcalf, Amanda Lawrence, Tunji Lucas, Tomislav English, Aaron Monaghan, Amy Morgan, Harry Lister Smith, Nicholas Agnew, Salo Gardner, Jamie Beamish, Tony Allen",2015-10-09,2016-11-30,111.0,Warner Bros.,Rotten,27.0,197.0,Spilled,40.0,51025.0,42,53,144,FLOP
m/pandemic_2016,Pandemic,"Members (Rachel Nichols, Alfie Allen) of a rescue team battle bloodthirsty zombies as they search for uninfected survivors in Los Angeles.",NR,"Action & Adventure, Science Fiction & Fantasy",John Suits,Dustin T. Benson,"Rachel Nichols, Alfie Allen, Pat Healy, Missi Pyle, Mekhi Phifer, Danielle Rose Russell, Robert Lewis Stephenson, Robert L Stephenson, Amanda Baker, Sara Tomko, Dominic Bogart, Alexander Ward, Jeff Atik, Kim Estes, Luke Barnett, Jaime Gallagher, Sarah Suits, David Suits",2016-04-01,2017-05-03,92.0,Xlrator Media,Rotten,44.0,16.0,Upright,74.0,1127.0,2,7,9,FLOP
m/pandoras_promise_2013,Pandora's Promise,Filmmaker Robert Stone profiles energy experts and environmentalists who once preached against nuclear energy but now embrace it.,NR,"Documentary, Special Interest",Robert Stone,Robert Stone,"Stewart Brand, Mark Lynas, Michael Shellenberger, Gwyneth Cravens, Richard Rhodes, Charles Till, Len Koch",2013-06-12,2017-03-09,90.0,Abramorama Entertainment,Fresh,65.0,37.0,Upright,71.0,1290.0,18,24,13,AVG
m/papa_hemingway_in_cuba,Papa: Hemingway in Cuba,"In 1959, a young Miami journalist (Giovanni Ribisi) travels to Havana to meet writer Ernest Hemingway (Adrian Sparks) during the Cuban Revolution.",R,Drama,Bob Yari,Denne Bart Petitclerc,"Giovanni Ribisi, Adrian Sparks, Joely Richardson, Minka Kelly, James Remar, Mariel Hemingway, Shaun Toub, Anthony Molinari, Jeff Jonas, Roger Zamudio, Roque Moreno, Joseph Bertót, Alexis Diaz de Villegas, Rodrigo Obregon, Orian Suarez, Lorenzo Castillo, Eduardo Almirante, Guillermo Figueroa, David DiGregorio, Jorge Luis Lopez, Ernesto delCanal, Carlos E. Almirante, Frank Licari, Enrique Nunez, Bill Immerman, Raul Bravo, Phil Melancon, Karen Beyer, Roberto Vina, Ramón Arístides, Alejandro Halley, Jesus Hernandez Maria Chucho, Bobby Williams, Lorena Toub, Angel Luis Fernandez, Ernesto Vidal, Marcial Reyes, Hairo Herrera Martinez, Alexis Ramirez Mena, Kelly Beatriz, Ayamey DeLaCaridad Fellove, Ranulfo Quiala, Clemente Echavarria, Carlos Francisco Diaz, Julio Luis Sersa, Juan Felix Rondon, Eduardo Granadillo, Jose Leopoldo Alvarez, Guillermo Perez, Henri Collazo, Osvaldo Rivero, Nico Ciccone-Scott, Innis Casey, Chad Roberts, Jake Elliott, Shelly Neal, Gregg Hirsch, Andrew Neal, Faith Busby, Joe Newberry, Kim Evans, Hunter Goodgion, Robert Bjorklund",2016-04-29,2017-01-09,109.0,Yari Film Group,Rotten,11.0,44.0,Spilled,53.0,1258.0,19,5,39,FLOP
m/paper_towns,Paper Towns,"Young and shy Quentin (Nat Wolff) is in for the night of his life when Margo (Cara Delevingne), the most popular student in high school, recruits him to help her play mischievous pranks on the friends who betrayed her. The next day, however, the mysterious Margo is nowhere to be found. With help from a few buddies and some cryptic clues that she left behind, Quentin embarks on an obsessive mission to find the girl who stole his heart and made him feel truly alive.",PG-13,Drama,Jake Schreier,"Scott Neustadter, Michael H. Weber","Nat Wolff, Cara Delevingne, Halston Sage, Austin Abrams, Justice Smith, Cara Buono, Caitlin Carver, Griffin Freeman, Jaz Sinclair, Meg Crosbie, Mehmet Korhan, RJ Shearer, Stephen Mackenzie Brown, Cameron Mills, Josiah Cerio, Robert Crayton, Susan Macke Miller, Graham Hunt, Jim R. Coleman, Drew Matthews, Tom Hillmann, Jay Duplass, Ansel Elgort",2015-07-24,2015-10-09,109.0,20th Century Fox,Rotten,58.0,139.0,Spilled,47.0,33022.0,35,80,59,FLOP
m/papillon_2018,Papillon,"The epic story of Henri ""Papillon"" Charrière, a safecracker from the Parisian underworld who is framed for murder and condemned to life in the notorious penal colony on Devil's Island. Determined to regain his freedom, Papillon forms an unlikely alliance with convicted counterfeiter Louis Dega, who in exchange for protection, agrees to finance Papillon's escape.",R,Drama,Michael Noer,Aaron Guzikowski,"Charlie Hunnam, Rami Malek",2018-08-24,2018-10-30,133.0,Bleecker Street,Rotten,52.0,108.0,Upright,66.0,1212.0,26,56,52,FLOP
m/paradise_2013,Paradise,"After surviving a plane crash, a young woman (Julianne Hough) experiences the wild side of life in Las Vegas.",PG-13,"Comedy, Drama",Diablo Cody,Diablo Cody,"Julianne Hough, Russell Brand, Octavia Spencer, Holly Hunter, Nick Offerman, Sarah Colonna, Audrey Burvant, Danny Flaherty, Alyshia Ochse, Ciera Payton, Maz Jobrani, Gabe Begneaud, Zac Waggener, Tracy Wilson, Bayley Brunnmeier, Shane Partlow, Tony Cordell, Jamie Lee, Iliza Shlesinger, Sam Malone, John McConnell, Jesse Moore, Lauren Swinney, Azure Parsons, Christopher Berry, Meg Grace, Kate Adair, Jordan Feldman, Monika Guiberteau, Dominic ""Taz"" Alexander, Kenyon Carter, Cesar Lazcano, Justin Rabalais, Shane Jacobs, Christopher Matthew Cook, Kathleen Rose Perkins, Graylen Banks, Ignatz Gerard Kiefer III, Colby Davis Kiefer, Evan Stoudt, Taylor Noble",2013-10-18,2016-10-04,86.0,RLJ Entertainment/Image Entertainment,Rotten,22.0,41.0,Spilled,30.0,1572.0,11,9,33,FLOP
m/paradise_faith_2013,Paradise: Faith,"A devout woman's (Maria Hofstätter) faith holds that she bow to the demands of her partially paralyzed, tyrannical husband (Nabil Saleh).",NR,Drama,Ulrich Seidl,"Ulrich Seidl, Veronika Franz","Maria Hofstätter, Nabil Saleh, Natalya Baranova, René Rupnik, Dieter Masur, Trude Masur",2013-08-23,2016-08-10,119.0,Strand Releasing,Fresh,73.0,40.0,Spilled,53.0,759.0,16,29,11,AVG
m/paradise_hills,Paradise Hills,Young women must band together to escape from a seemingly idyllic island that holds a sinister secret.,NR,Science Fiction & Fantasy,Alice Waddington,"Nacho Vigalondo, Brian DeLeeuw","Emma Roberts, Danielle MacDonald, Awkwafina, Jeremy Irvine, Arnaud Valois, Eiza Gonzalez, Milla Jovovich",2019-10-25,2019-10-01,95.0,Samuel Goldwyn Films,Fresh,64.0,61.0,Upright,74.0,396.0,13,39,22,AVG
m/paradise_love,Paradise: Love,A middle-aged woman travels to Kenya in search of sex.,R,"Art House & International, Drama",Ulrich Seidl,"Ulrich Seidl, Veronika Franz","Margarethe Tiesel, Peter Kazungu, Inge Maux, Dunja Sowinetz, Helen Brugat, Gabriel Mwarua, Carlos Mkutano, Josphat Hamisi",2013-04-26,2016-03-28,120.0,Strand Releasing,Certified-Fresh,78.0,45.0,Upright,68.0,839.0,19,35,10,AVG
m/paradox_2018,PARADOX,Outlaws hide out between heists at an old stagecoach stop.,NR,Drama,Daryl Hannah,Daryl Hannah,"Neil Young, Lukas Nelson, Micah Nelson, Willie Nelson, Corey McCormick, Anthony LoGerfo, Tato Melgar, Charris Ford, Dulcie Clarkson Ford",2018-03-23,2018-03-23,73.0,Netflix,Rotten,29.0,7.0,Spilled,37.0,40.0,3,2,5,FLOP
m/paranoia_2013,Paranoia,"Adam Cassidy (Liam Hemsworth) is a rising star at a global tech company run by Nicolas Wyatt (Gary Oldman). An innocent mistake proves costly to Adam when Wyatt forces him to become a corporate spy to obtain trade secrets from a rival company run by Jock Goddard (Harrison Ford), Wyatt's former partner. At first, Adam finds that the assignment is like a clever game -- but when he wants to get out of the situation, he learns that each tech titan will go to shocking lengths to protect his secrets.",PG-13,"Drama, Mystery & Suspense",Robert Luketic,"Barry L. Levy, Jason Dean Hall, Barry Levy, Robert Luketic","Liam Hemsworth, Gary Oldman, Harrison Ford, Amber Heard, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan",2013-08-16,2016-08-10,106.0,Relativity Media,Rotten,7.0,108.0,Spilled,35.0,23401.0,32,8,100,FLOP
m/paranormal_activity_3,Paranormal Activity 3,"In 1988 sisters Katie (Chloe Csengery) and Kristi (Jessica Tyler Brown) seem to be enjoying a normal, happy childhood at home. But when strange things start going bump in the night, their father, a wedding videographer, decides to use his cameras to discover the source, especially since Kristi appears to having conversations with an imaginary friend. While the cameras do indeed reveal a flurry of supernatural occurrences, the family is unprepared for the terror that awaits.",R,"Horror, Mystery & Suspense","Ariel Schulman, Henry Joost",Christopher Landon,"Jessica Tyler Brown, Chloe Csengery, Christopher Nicholas Smith, Lauren Bittner, Dustin Ingram, Maria Olsen",2011-10-21,2014-06-06,81.0,Paramount Pictures,Fresh,66.0,125.0,Spilled,51.0,74765.0,24,83,42,AVG
m/paranormal_activity_4_2012,Paranormal Activity 4,"It has been five years since Katie (Katie Featherston) murdered her sister and disappeared with her infant nephew, Hunter, in tow. Now, a new family is about to fall prey to nighttime terrors. A mysterious accident next door leads to teenage Alex (Kathryn Newton) and her family becoming the temporary guardians of Robbie (Brady Allen), a very creepy neighbor boy. Cameras installed throughout Alex's home capture the sinister events that unfold after Robbie's arrival.",R,Horror,"Ariel Schulman, Henry Joost","Christopher Landon, Oren Peli","Katie Featherston, Kathryn Newton, Matt Shively, Brady Allen, Stephen Dunham, Alexondra Lee",2012-10-19,2014-10-12,87.0,Paramount Pictures,Rotten,23.0,112.0,Spilled,34.0,118034.0,19,26,86,FLOP
m/paranormal_activity_the_ghost_dimension,Paranormal Activity: The Ghost Dimension,"Ryan Fleege (Chris J. Murray), his wife Emily (Brit Shaw) and their 7-year-old daughter Leila (Ivy George) are preparing for Christmas in their new home. After finding an old and mysterious camcorder, Ryan quickly learns that it can record strange apparitions that are invisible to the naked eye. When young Leila starts talking to an imaginary friend and displaying strange behavior, the couple soon find themselves in a terrifying battle with a supernatural force.",R,Horror,Gregory Plotkin,"Oren Peli, Jason Pagan, Andrew Stark, Adam Robitel, Gavin Heffernan, Gregory Plotkin","Chris Murray, Brit Shaw, Ivy George, Dan Gill, Chloe Csengery, Jessica Tyler Brown, Jessica Brown, Olivia Taylor Dudley, Cara Pifko, Michael Krawic, Hallie Foote, Don R. McManus, Aiden Lovekamp, Mark Steger, Rebecca Larsen, Olivia Dudley",2015-10-23,2016-06-05,88.0,Paramount Pictures,Rotten,14.0,77.0,Spilled,27.0,25270.0,11,11,66,FLOP
m/paranormal_activity_the_marked_ones,Paranormal Activity: The Marked Ones,"Teenagers Jesse (Andrew Jacobs) and Hector (Jorge Diaz) look forward to a carefree summer, but the murder of a neighbor leads to a terrifying encounter with the supernatural. After breaking into the neighbor's apartment, Jesse and Hector find a collection of ritualistic art and other bizarre items. Jesse takes a journal of occult writings and soon after finds a strange mark on his arm. His subsequent erratic behavior leads Jesse's friends and family to the realization that he is possessed.",R,Horror,Christopher Landon,Christopher Landon,"Andrew Jacobs, Eddie Fernandez, Molly Ephraim, Carlos Pratts, Richard Cabral, Eddie J. Fernandez, Gabrielle Walsh, Jorge Diaz, David Fernandez Jr.",2014-01-03,2015-12-12,84.0,Paramount Pictures,Rotten,39.0,82.0,Spilled,34.0,35459.0,19,32,50,FLOP
m/paranorman,ParaNorman,"Young Norman Babcock (Kodi Smit-McPhee) has the ability to speak with the dead -- and he often prefers their company to that of the living. Norman receives word from his strange Uncle Prenderghast (John Goodman) that a centuries-old witch's curse on their town is real and about to come true -- and that only Norman can stop it. When zombies rise from their graves, Norman must summon all his courage and compassion and push his paranormal abilities to the limit to save his fellow townspeople.",PG,"Action & Adventure, Animation, Comedy, Kids & Family","Sam Fell, Chris Butler",Chris Butler,"Kodi Smit-McPhee, Tucker Albrizzi, Casey Affleck, Anna Kendrick, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, John Goodman, Elaine Stritch, Bernard Hill, Alex Borstein, Tempestt Bledsoe, Hannah Noyes, Jodelle Ferland, Jack Blessing, Ranjani Brow, Michael Corbett, David Cowgill, Emily Hahn, Bridget Hoffman, Wendy Hoffman, Holly Klein, Alicia Lagono, Scott Menville, Nick Petok, Alicia Lagano, Ariel Winter, Jeremy Shada, Steve Alterman, Kirk Baily, Jacob Bertrand, Liz Bolton, Ava Benavente, Cam Clarke, Lara Cody, Caitlin Rose Cutt, Susan Dudeck, Denise Faye, Eddie Frierson, Matthew Fold Holt, Rif Hutton, David Joliff, Ashley Lambert, Donna Lynn Leavy, Evan Mehta, Edie Mirman, Juan Pacheo, Kelsey Rootenberg, Joshua Michael Stern, Dave Zyler, Jon Brion",2012-08-17,2015-10-19,96.0,Focus Features,Certified-Fresh,89.0,183.0,Upright,72.0,83093.0,39,162,21,HIT
m/parched,Parched,"Four women in Gujarat talk about men, sex and life as they struggle with their individual demons.",NR,Drama,Leena Yadav,"Leena Yadav, Supratik Sen","Tannishtha Chatterjee, Radhika Apte, Surveen Chawla, Adil Hussain, Lehar Khan, Sayani Gupta, Sumeet Vyas, Chandan Anand, Riddhi Sen, Mahesh Balraj, Tanya Sachdeva, Farrukh Jaffar, Kamla Devi",2016-06-17,2016-08-10,116.0,Shivalaya Entertainment,Fresh,86.0,22.0,Upright,67.0,258.0,6,19,3,HIT
m/parental_guidance_2012,Parental Guidance,"Minor-league baseball announcer Artie Decker (Billy Crystal) and his wife, Diane (Bette Midler), get to see their only child, Alice (Marisa Tomei), very seldom. To their surprise, Alice and her husband (Tom Everett Scott) ask them to watch their children so they can embark on a trip for work. It promises to be a fun time for all, until the three young ones turn out to be quite a handful for this old-fashioned couple. Artie and Diane may need to bend the rules to make everyone happy in the end.",PG,Comedy,Andy Fickman,"Lisa Addario, Joe Syracuse","Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Kyle Harrison Breitkopf, Joshua Rush, Bailee Madison",2012-12-25,2015-12-12,104.0,20th Century Fox,Rotten,18.0,93.0,Spilled,59.0,61589.0,26,17,76,FLOP
m/pariah_2011,Pariah,"Teenage Alike (Adepero Oduye) lives in Brooklyn's Fort Greene neighborhood with her parents (Charles Parnell, Kim Wayans) and younger sister (Sahra Mellesse). A lesbian, Alike quietly embraces her identity and is looking for her first lover, but she wonders how much she can truly confide in her family, especially with her parents' marriage already strained. When Alike's mother presses her to befriend a colleague's daughter (Aasha Davis), Alike finds the gal to be a pleasant companion.",R,Drama,Dee Rees,Dee Rees,"Adepero Oduye, Pernell Walker, Wendell Pierce, Gameela Wright, Sahra Mellesse",2011-12-28,2015-05-07,86.0,Focus Features,Certified-Fresh,95.0,116.0,Upright,82.0,8676.0,37,110,6,HIT
m/paris_can_wait,Paris Can Wait (Bonjour Anne),"Anne (Diane Lane) is at a crossroads in her life. Married to a successful but inattentive movie producer (Alec Baldwin), she unexpectedly finds herself taking a car trip from Cannes to Paris with her husband's business associate (Arnaud Viard). What should be a seven-hour drive turns into a carefree two-day adventure replete with diversions involving picturesque sights, fine food and wine, humor, wisdom and romance, reawakening Anne's senses and giving her a new lust for life.",PG,"Comedy, Romance",Eleanor Coppola,Eleanor Coppola,"Diane Lane, Alec Baldwin, Arnaud Viard, Cédric Monnet",2017-05-12,2017-07-10,92.0,Sony Pictures Classics,Rotten,47.0,113.0,Spilled,39.0,2808.0,22,53,60,FLOP
m/paris_manhattan,Paris Manhattan,A pharmacist who is obsessed with Woody Allen woos a man.,NR,"Art House & International, Comedy, Romance",Sophie Lellouche,Sophie Lellouche,"Alice Taglioni, Patrick Bruel, Marine Delterme, Louis-Do de Lencquesaing, Michel Aumont, Marie-Christine Adam, Yannick Soulier, Margaux Chatelier, Arsene Mosca, Gladys Cohen, Julie Martel, Roman Guisset, Paul-Édouard Gondard, Jacques Ciron, Jean-Jacques Albert, Francois Lescurat, Jacques Herlin, Juliette Kruh, Christian Ameri, Ariane Kah, Kherredine Ennasri, Woody Allen",2013-04-12,2017-04-01,77.0,Palace Films,Rotten,43.0,23.0,Spilled,41.0,1275.0,10,10,13,FLOP
m/parker_2012,Parker,"Daring, ruthless and meticulous, Parker (Jason Statham) is one of the most successful thieves in the business. But when his latest robbery turns deadly because of a careless crew member, he declines to join crime boss Melander (Michael Chiklis) and his gang for another heist. The crooks turn on Parker and leave him for dead. Parker survives and vows vengeance, tracing the gang to Palm Beach. There, he joins forces with an unlikely ally (Jennifer Lopez) to hijack the gang's next big score.",R,Mystery & Suspense,Taylor Hackford,John J. McLaughlin,"Jason Statham, Jennifer Lopez, Clifton Collins Jr., Wendell Pierce, Michael Chiklis, Nick Nolte, Micah Hauptman, Patti LuPone, Emma Booth, Bobby Cannavale",2013-01-25,2013-05-21,118.0,FilmDistrict,Rotten,41.0,108.0,Spilled,48.0,35760.0,31,44,64,FLOP
m/parkland,Parkland,Chaotic events take place at Parkland Hospital in Dallas after the attack that assassinated President John F. Kennedy.,PG-13,Drama,Peter Landesman,Peter Landesman,"James Badge Dale, Zac Efron, Marcia Gay Harden, Brett Stimely, Jeremy Strong, Paul Giamatti, Billy Bob Thornton, Jacki Weaver, Jackie Earle Haley, Matt Barr, Mallory Move, Elizabeth Tulloch, Ron Livingston, Jason Douglas, David Harbour, Larry Jack Dotson, Austin Nichols, Jonathan Breck, Eugene Lee, Nico Evers Swindell, Irene White, Luci Christian, Kat Steffens, Tom Welling, Mark Duplass, Gil Bellows, Sean McGraw, Paul Sparks, Samuel Davis, Colin Hanks, Gary Grubbs, Arthur Simone, Matthew Tompkins, Gary Clarke, Chamblee Ferguson, Bryan Batt, Ellen Halper, Chris Freihofer, Rob Gallavan, John Taylor Phillips, Robert Catrini, Chuck Huber, Rory Cochrane, Richard Dillard, Drew Waters, Walter Orr Roberts, Dana Wheeler-Nicholson, Jeffrey Schmidt, Glenn Morshower, Jimmie Dale Gilmore",2013-10-04,2017-05-23,94.0,Exclusive Releasing,Rotten,50.0,125.0,Spilled,47.0,9682.0,42,63,62,FLOP
m/partisan,Partisan,"Trained to be an assassin alongside other children, an 11-year-old boy (Jeremy Chabriel) begins to question the ways of his commune leader (Vincent Cassel).",NR,"Drama, Mystery & Suspense",Ariel Kleiman,"Sarah Cyngler, Ariel Kleiman","Vincent Cassel, Jeremy Chabriel, Samuel Eydlish, Sapidah Kian, Florence Mezzara",2015-10-02,2015-10-02,98.0,Well Go USA,Rotten,58.0,48.0,Spilled,38.0,1283.0,18,28,20,FLOP
m/passage_to_mars,Passage to Mars,A NASA arctic expedition becomes a 2-year odyssey that tests human adventure and survival.,NR,"Action & Adventure, Science Fiction & Fantasy",Jean-Christophe Jeauffre,"Jean-Christophe Jeauffre, Pascal Lee","Zachary Quinto, Charlotte Rampling, Buzz Aldrin, Pascal Lee, Jean-Christophe Jeauffre, John Schutt, Jesse Weaver, Joe Amarualik, Mark Carroll",2016-09-30,2016-12-22,94.0,Jules Verne Adventures,Rotten,29.0,7.0,Upright,85.0,493.0,5,2,5,FLOP
